content,score,at,thumbsUpCount,source,app_name,text,clean_text,sentiment_compound,sentiment_positive,sentiment_negative,sentiment_label,cluster_id,topic_category
"Don't put all your eggs in one basket. Rubbish experience especially for typing. I highly suggest one look for other apps for a more seamless experience especially when it comes to typing. For a all-in-one app, the typing (Android in this case) is a nightmare. I'm having a hard time now having to copy texts. It's not intuitive at all. Such a disappointment.",1,2023-09-13 15:01:01,33,play_store,Notion,"Don't put all your eggs in one basket. Rubbish experience especially for typing. I highly suggest one look for other apps for a more seamless experience especially when it comes to typing. For a all-in-one app, the typing (Android in this case) is a nightmare. I'm having a hard time now having to copy texts. It's not intuitive at all. Such a disappointment.",don't put all your eggs in one basket rubbish experience especially for typing i highly suggest one look for other apps for a more seamless experience especially when it comes to typing for a all-in-one app the typing android in this case is a nightmare i'm having a hard time now having to copy texts it's not intuitive at all such a disappointment,-0.5719,0.0,0.072,negative,0,Other
"I'm absolutely in love with Notion, I use it for almost everything in my life, and one of those uses is writing. I found a problem, though, and that is that paragraph indentation doesn't exists, not even in pc, and by pressing the TAB key, what's indented is the whole block. For writing, that's kind of a problem, as it's very useful to have indentation support both for usefulness and aesthetics, without having to press space key five times.",4,2020-12-20 04:49:33,110,play_store,Notion,"I'm absolutely in love with Notion, I use it for almost everything in my life, and one of those uses is writing. I found a problem, though, and that is that paragraph indentation doesn't exists, not even in pc, and by pressing the TAB key, what's indented is the whole block. For writing, that's kind of a problem, as it's very useful to have indentation support both for usefulness and aesthetics, without having to press space key five times.",i'm absolutely in love with notion i use it for almost everything in my life and one of those uses is writing i found a problem though and that is that paragraph indentation doesn't exists not even in pc and by pressing the tab key what's indented is the whole block for writing that's kind of a problem as it's very useful to have indentation support both for usefulness and aesthetics without having to press space key five times,0.6453,0.135,0.089,positive,0,Other
"I love love notion, it's taskmaster and really great been using it since highschool to college and I can say I'm more organised than ever, it's easy to use (you can watch a lot of tutorials if you don't)and it's also uniquely aesthetic. One features about the app is the new version ai even though I can only use it few trial because I don't have the premium version, it's great that there's no big gap between the free version and the premium version(not even the price). So everyone try it out!💕",5,2025-01-14 17:25:36,282,play_store,Notion,"I love love notion, it's taskmaster and really great been using it since highschool to college and I can say I'm more organised than ever, it's easy to use (you can watch a lot of tutorials if you don't)and it's also uniquely aesthetic. One features about the app is the new version ai even though I can only use it few trial because I don't have the premium version, it's great that there's no big gap between the free version and the premium version(not even the price). So everyone try it out!💕",i love love notion it's taskmaster and really great been using it since highschool to college and i can say i'm more organised than ever it's easy to use you can watch a lot of tutorials if you don't and it's also uniquely aesthetic one features about the app is the new version ai even though i can only use it few trial because i don't have the premium version it's great that there's no big gap between the free version and the premium version not even the price so everyone try it out,0.9716,0.206,0.02,positive,1,Features
"Great for keeping notes on anything really. You can use tables, to-do lists, galleries with pictures, and more to create things like your personal cookbook, school notes, goal plans, etc. I thought of giving four stars instead of five because the mobile app can be a bit slow/difficult to navigate, but that might be logical for an app that can store so much info.",5,2024-05-22 16:28:47,32,play_store,Notion,"Great for keeping notes on anything really. You can use tables, to-do lists, galleries with pictures, and more to create things like your personal cookbook, school notes, goal plans, etc. I thought of giving four stars instead of five because the mobile app can be a bit slow/difficult to navigate, but that might be logical for an app that can store so much info.",great for keeping notes on anything really you can use tables to-do lists galleries with pictures and more to create things like your personal cookbook school notes goal plans etc i thought of giving four stars instead of five because the mobile app can be a bit slow difficult to navigate but that might be logical for an app that can store so much info,0.6045,0.111,0.025,positive,1,Features
"Though it may be quite overwhelming at first with the endless options, once you get the hang of it, it's really amazing. I've personally used it for my academic life, but it can absolutely be used for other aspects of your life too. I can't begin to explain how many options there are to get your notion pages to look the way you want, though that can lead to getting distracted by making it look nice rather than getting work done haha. Wonderful app, 100% recommend 👌 💝",5,2024-09-14 02:28:07,39,play_store,Notion,"Though it may be quite overwhelming at first with the endless options, once you get the hang of it, it's really amazing. I've personally used it for my academic life, but it can absolutely be used for other aspects of your life too. I can't begin to explain how many options there are to get your notion pages to look the way you want, though that can lead to getting distracted by making it look nice rather than getting work done haha. Wonderful app, 100% recommend 👌 💝",though it may be quite overwhelming at first with the endless options once you get the hang of it it's really amazing i've personally used it for my academic life but it can absolutely be used for other aspects of your life too i can't begin to explain how many options there are to get your notion pages to look the way you want though that can lead to getting distracted by making it look nice rather than getting work done haha wonderful app 100 recommend,0.9509,0.196,0.03,positive,4,Other
"It's a good app. I'm still organising it because I switched from Google (notes, tasks and calendar)...it's working really good on my laptop, but I can't say the same on my phone. When I'm writing a note on this app, there's an annoying delay. Something that I'm suffering in this app too is about to use the app without internet. I could use Google without internet normally, but this app doesn't have an offline data save, so I need to be constantly connected. Please help me to fix these problems!",3,2020-05-27 16:55:44,44,play_store,Notion,"It's a good app. I'm still organising it because I switched from Google (notes, tasks and calendar)...it's working really good on my laptop, but I can't say the same on my phone. When I'm writing a note on this app, there's an annoying delay. Something that I'm suffering in this app too is about to use the app without internet. I could use Google without internet normally, but this app doesn't have an offline data save, so I need to be constantly connected. Please help me to fix these problems!",it's a good app i'm still organising it because i switched from google notes tasks and calendar it's working really good on my laptop but i can't say the same on my phone when i'm writing a note on this app there's an annoying delay something that i'm suffering in this app too is about to use the app without internet i could use google without internet normally but this app doesn't have an offline data save so i need to be constantly connected please help me to fix these problems,0.052,0.147,0.127,positive,0,Other
"Would have given 5 stars if a few more features were developed for mobile. 1. Can't really seem to zoom in/out on mobile so it's tough to see the process diagram tree. 2. Couldn't figure out how to lock the row and column headers so you could see what cell you were trying to edit. 3. Potentially a way to link/convert graphs and diagrams to other formats without AI; e.g. a tree into a list, or bottom level of tree into correlation matrix.",4,2024-10-19 06:37:51,12,play_store,Notion,"Would have given 5 stars if a few more features were developed for mobile. 1. Can't really seem to zoom in/out on mobile so it's tough to see the process diagram tree. 2. Couldn't figure out how to lock the row and column headers so you could see what cell you were trying to edit. 3. Potentially a way to link/convert graphs and diagrams to other formats without AI; e.g. a tree into a list, or bottom level of tree into correlation matrix.",would have given 5 stars if a few more features were developed for mobile 1 can't really seem to zoom in out on mobile so it's tough to see the process diagram tree 2 couldn't figure out how to lock the row and column headers so you could see what cell you were trying to edit 3 potentially a way to link convert graphs and diagrams to other formats without ai e g a tree into a list or bottom level of tree into correlation matrix,-0.197,0.0,0.02,negative,5,Features
"Notion is a great platform to organise the entire life of a student like me. However, your Android app doesn't live up to the expectations at all. The app doesn't work offline and store data. Everytime, it relies on downloading it from the database. Please consider an option to consistently download some pages that may be required for offline use, even if it takes storage.",3,2020-07-17 13:36:50,125,play_store,Notion,"Notion is a great platform to organise the entire life of a student like me. However, your Android app doesn't live up to the expectations at all. The app doesn't work offline and store data. Everytime, it relies on downloading it from the database. Please consider an option to consistently download some pages that may be required for offline use, even if it takes storage.",notion is a great platform to organise the entire life of a student like me however your android app doesn't live up to the expectations at all the app doesn't work offline and store data everytime it relies on downloading it from the database please consider an option to consistently download some pages that may be required for offline use even if it takes storage,0.8303,0.143,0.021,positive,0,Other
"What a brilliant discovery, the day that the very concept of these ""second brain"" apps entered my life! Everything, from my personal finances to university classes to planning sessions with my clients has been massively streamlined. With the option to create mininalist websites and at absurdely cheap prices. My two only nags are their server's reaponse times (especially with the mobile app) and formatting text. But, as you can read from my review, it doesn't stop me from being a major, major fan",4,2024-09-20 20:51:34,14,play_store,Notion,"What a brilliant discovery, the day that the very concept of these ""second brain"" apps entered my life! Everything, from my personal finances to university classes to planning sessions with my clients has been massively streamlined. With the option to create mininalist websites and at absurdely cheap prices. My two only nags are their server's reaponse times (especially with the mobile app) and formatting text. But, as you can read from my review, it doesn't stop me from being a major, major fan",what a brilliant discovery the day that the very concept of these second brain apps entered my life everything from my personal finances to university classes to planning sessions with my clients has been massively streamlined with the option to create mininalist websites and at absurdely cheap prices my two only nags are their server's reaponse times especially with the mobile app and formatting text but as you can read from my review it doesn't stop me from being a major major fan,0.8195,0.113,0.017,positive,0,Other
"Takes some learning and figuring things out but, once you get the hang of it, it's not hard to use! There some bugs that frustrate me and Notion is harder to understand on mobile. Though I've gotten used to it, they're still annoying sometimes. I do highly recommend this app to people who frequently write things down, for whatever reason, and need your information to be easy to find and edit/update across multiple devices :>",4,2025-06-03 15:31:50,6,play_store,Notion,"Takes some learning and figuring things out but, once you get the hang of it, it's not hard to use! There some bugs that frustrate me and Notion is harder to understand on mobile. Though I've gotten used to it, they're still annoying sometimes. I do highly recommend this app to people who frequently write things down, for whatever reason, and need your information to be easy to find and edit/update across multiple devices :>",takes some learning and figuring things out but once you get the hang of it it's not hard to use there some bugs that frustrate me and notion is harder to understand on mobile though i've gotten used to it they're still annoying sometimes i do highly recommend this app to people who frequently write things down for whatever reason and need your information to be easy to find and edit update across multiple devices,0.1112,0.104,0.087,positive,3,Bugs & crashes
"Not as useful as I imagined it could be. Everything is just a fancy indented list. I wanted to assign dates to items, especially in the ""project planner"", ""journal"", and ""travel planner"". Those seem to me to be critical attributes for these items. Deleting items was not intuitive as you are required to delete each character in an item one by one. Crazy! Will not be using it.",3,2025-03-16 13:01:27,1,play_store,Notion,"Not as useful as I imagined it could be. Everything is just a fancy indented list. I wanted to assign dates to items, especially in the ""project planner"", ""journal"", and ""travel planner"". Those seem to me to be critical attributes for these items. Deleting items was not intuitive as you are required to delete each character in an item one by one. Crazy! Will not be using it.",not as useful as i imagined it could be everything is just a fancy indented list i wanted to assign dates to items especially in the project planner journal and travel planner those seem to me to be critical attributes for these items deleting items was not intuitive as you are required to delete each character in an item one by one crazy will not be using it,-0.7274,0.0,0.099,negative,2,UX & design
The app is great but there are two big issue. 1. If I turn on the card preview in a kanban view the title of page moves below the content. Why? It is the headline not the description. A headline is normally always on top of the content. 2. Why I can't change the font size in the apps (Android and Windows). What about people with bad vision? Why are you excluding them?,1,2025-10-29 00:29:43,0,play_store,Notion,The app is great but there are two big issue. 1. If I turn on the card preview in a kanban view the title of page moves below the content. Why? It is the headline not the description. A headline is normally always on top of the content. 2. Why I can't change the font size in the apps (Android and Windows). What about people with bad vision? Why are you excluding them?,the app is great but there are two big issue 1 if i turn on the card preview in a kanban view the title of page moves below the content why it is the headline not the description a headline is normally always on top of the content 2 why i can't change the font size in the apps android and windows what about people with bad vision why are you excluding them,0.128,0.09,0.059,positive,1,Features
Laggy and buggy but if you have some patience it's a cool app,3,2026-04-02 19:15:27,0,play_store,Notion,Laggy and buggy but if you have some patience it's a cool app,laggy and buggy but if you have some patience it's a cool app,0.4497,0.197,0.0,positive,0,Other
"Finally a good way to keep a digital journal and manage all my notes in the way I want how I want. It took some time to set up and get used to but it helps so much with my ADHD struggles and it's so worth it! I only wish you could do multiple types of pages (gallery, tables etc) on one page with different types of content in each, without them being connected. That way I could keep track of a projects progress, but also manage different notes in a gallery or other type of view below.",5,2025-02-20 16:47:31,13,play_store,Notion,"Finally a good way to keep a digital journal and manage all my notes in the way I want how I want. It took some time to set up and get used to but it helps so much with my ADHD struggles and it's so worth it! I only wish you could do multiple types of pages (gallery, tables etc) on one page with different types of content in each, without them being connected. That way I could keep track of a projects progress, but also manage different notes in a gallery or other type of view below.",finally a good way to keep a digital journal and manage all my notes in the way i want how i want it took some time to set up and get used to but it helps so much with my adhd struggles and it's so worth it i only wish you could do multiple types of pages gallery tables etc on one page with different types of content in each without them being connected that way i could keep track of a projects progress but also manage different notes in a gallery or other type of view below,0.9167,0.163,0.029,positive,4,Other
"Overall good app for my use. Nothing too complicated, since I don't make use of AI etc. However, it won't give me direct access to my gallery and albums. I used to be able to press the ""pictures"" icon and it would give me the option to browse media and open my gallery. Now it makes me view all my pictures with no dates or albums, making it harder to navigate older photos. Fix this problem!!",2,2025-06-30 04:52:32,12,play_store,Notion,"Overall good app for my use. Nothing too complicated, since I don't make use of AI etc. However, it won't give me direct access to my gallery and albums. I used to be able to press the ""pictures"" icon and it would give me the option to browse media and open my gallery. Now it makes me view all my pictures with no dates or albums, making it harder to navigate older photos. Fix this problem!!",overall good app for my use nothing too complicated since i don't make use of ai etc however it won't give me direct access to my gallery and albums i used to be able to press the pictures icon and it would give me the option to browse media and open my gallery now it makes me view all my pictures with no dates or albums making it harder to navigate older photos fix this problem,-0.3453,0.036,0.066,negative,3,Bugs & crashes
"Seriously, I really wanted to like this app. Great 👍, I would pay for it if it was end-to-end encrypted and less of a data-hungry pile of refuse. After reading your terms of service, I find myself drawn to papar and pen. So thanks, but no thanks! And please don't respond with a meaningless ""if you don't like the app, write us an email we are glad to help"" or something.",1,2024-07-27 00:41:51,4,play_store,Notion,"Seriously, I really wanted to like this app. Great 👍, I would pay for it if it was end-to-end encrypted and less of a data-hungry pile of refuse. After reading your terms of service, I find myself drawn to papar and pen. So thanks, but no thanks! And please don't respond with a meaningless ""if you don't like the app, write us an email we are glad to help"" or something.",seriously i really wanted to like this app great i would pay for it if it was end-to-end encrypted and less of a data-hungry pile of refuse after reading your terms of service i find myself drawn to papar and pen so thanks but no thanks and please don't respond with a meaningless if you don't like the app write us an email we are glad to help or something,0.7117,0.209,0.154,positive,1,Features
"It's a great app. My only suggestion is please add a zoom in or zoom out option for MOBILE. It's very convenient to use on pc that's fs but when I'm on my phone it gets frustrating to use, u can't see all ur data in a single frame, I wish you guys could change that. Sliding is not enough I wanna see it in a single frame. Hope this review reaches the right people 🙏🙏🙏",4,2025-03-10 01:38:43,538,play_store,Notion,"It's a great app. My only suggestion is please add a zoom in or zoom out option for MOBILE. It's very convenient to use on pc that's fs but when I'm on my phone it gets frustrating to use, u can't see all ur data in a single frame, I wish you guys could change that. Sliding is not enough I wanna see it in a single frame. Hope this review reaches the right people 🙏🙏🙏",it's a great app my only suggestion is please add a zoom in or zoom out option for mobile it's very convenient to use on pc that's fs but when i'm on my phone it gets frustrating to use u can't see all ur data in a single frame i wish you guys could change that sliding is not enough i wanna see it in a single frame hope this review reaches the right people,0.7935,0.15,0.045,positive,1,Features
"I think it is time to give 5 stars to Notion. Honestly, I see many apps on Google Play, and they give you only free trial and that's it. On Notion you have MANY options, for free, AND MANY more, if you really want to participate. I am using notion for months, and, all I can say is, that I am satisfied. This app can be improved by adding more options to customize, more options for backup. I will continue using it, every day I am discovering something new. Go NOTION! The b e s t.",5,2023-05-28 17:30:53,0,play_store,Notion,"I think it is time to give 5 stars to Notion. Honestly, I see many apps on Google Play, and they give you only free trial and that's it. On Notion you have MANY options, for free, AND MANY more, if you really want to participate. I am using notion for months, and, all I can say is, that I am satisfied. This app can be improved by adding more options to customize, more options for backup. I will continue using it, every day I am discovering something new. Go NOTION! The b e s t.",i think it is time to give 5 stars to notion honestly i see many apps on google play and they give you only free trial and that's it on notion you have many options for free and many more if you really want to participate i am using notion for months and all i can say is that i am satisfied this app can be improved by adding more options to customize more options for backup i will continue using it every day i am discovering something new go notion the b e s t,0.9552,0.18,0.0,positive,0,Other
"I really got into the app until I realised that it's online only, so if you are in a situation without internet or you need a quick access to your notes, it's unusable. It's always going to be slow because it's fetching your notes on the internet every single time, there's no cache. It's a real shame because it's not a technical limitation, just a will of the Notion team you keep you captive of their servers. If you can, find another app (anytime is pretty decent)",1,2024-09-21 03:23:41,37,play_store,Notion,"I really got into the app until I realised that it's online only, so if you are in a situation without internet or you need a quick access to your notes, it's unusable. It's always going to be slow because it's fetching your notes on the internet every single time, there's no cache. It's a real shame because it's not a technical limitation, just a will of the Notion team you keep you captive of their servers. If you can, find another app (anytime is pretty decent)",i really got into the app until i realised that it's online only so if you are in a situation without internet or you need a quick access to your notes it's unusable it's always going to be slow because it's fetching your notes on the internet every single time there's no cache it's a real shame because it's not a technical limitation just a will of the notion team you keep you captive of their servers if you can find another app anytime is pretty decent,-0.0547,0.054,0.057,negative,4,Other
"Update: They've gone all in on AI and I no longer feel comfortable keeping my notes in this app, and as such I've moved away from Notion. Since all data is stored in the cloud, we've also been instructed not to use Notion for work notes out of security concerns. I've since moved to Obsidian, which only operates locally (unless you explicitly sync to cloud yourself). A shame, since Notion on it's own is quite frankly a fantastic app.",3,2025-06-25 13:06:08,3,play_store,Notion,"Update: They've gone all in on AI and I no longer feel comfortable keeping my notes in this app, and as such I've moved away from Notion. Since all data is stored in the cloud, we've also been instructed not to use Notion for work notes out of security concerns. I've since moved to Obsidian, which only operates locally (unless you explicitly sync to cloud yourself). A shame, since Notion on it's own is quite frankly a fantastic app.",update they've gone all in on ai and i no longer feel comfortable keeping my notes in this app and as such i've moved away from notion since all data is stored in the cloud we've also been instructed not to use notion for work notes out of security concerns i've since moved to obsidian which only operates locally unless you explicitly sync to cloud yourself a shame since notion on it's own is quite frankly a fantastic app,0.6444,0.108,0.06,positive,5,Features
"The free version of Notion is an absolute steal, because I love how I'm able to sync across devices. However, the bugs that I have encountered, especially on the Android Tablet version, makes this amazing piece of software borderline unusable. Pressing ""Enter"" on my tablet keyboard will skip two lines instead of one, and the ""/"" shortcut to get to the drop-down menu is extremely inconsistent, sometimes not coming up at all. In addition, the lack of handwritten functions is a huge bummer.",2,2022-01-05 17:51:55,40,play_store,Notion,"The free version of Notion is an absolute steal, because I love how I'm able to sync across devices. However, the bugs that I have encountered, especially on the Android Tablet version, makes this amazing piece of software borderline unusable. Pressing ""Enter"" on my tablet keyboard will skip two lines instead of one, and the ""/"" shortcut to get to the drop-down menu is extremely inconsistent, sometimes not coming up at all. In addition, the lack of handwritten functions is a huge bummer.",the free version of notion is an absolute steal because i love how i'm able to sync across devices however the bugs that i have encountered especially on the android tablet version makes this amazing piece of software borderline unusable pressing enter on my tablet keyboard will skip two lines instead of one and the shortcut to get to the drop-down menu is extremely inconsistent sometimes not coming up at all in addition the lack of handwritten functions is a huge bummer,0.802,0.147,0.083,positive,1,Features
"I really enjoy the web version, although the mobile app isn't so good. Personally, it was too laggy and kept malfunctioning. There's often if not always a time where it would randomly delete multiple paragraphs at once with no way to retrieve it and leave you no choice but to rewrite them (if you remember.) It's frustrating because I really like the concept(?) of this app. Other than that and a few features, everything is perfect to me...",3,2023-08-01 12:37:42,65,play_store,Notion,"I really enjoy the web version, although the mobile app isn't so good. Personally, it was too laggy and kept malfunctioning. There's often if not always a time where it would randomly delete multiple paragraphs at once with no way to retrieve it and leave you no choice but to rewrite them (if you remember.) It's frustrating because I really like the concept(?) of this app. Other than that and a few features, everything is perfect to me...",i really enjoy the web version although the mobile app isn't so good personally it was too laggy and kept malfunctioning there's often if not always a time where it would randomly delete multiple paragraphs at once with no way to retrieve it and leave you no choice but to rewrite them if you remember it's frustrating because i really like the concept of this app other than that and a few features everything is perfect to me,0.5889,0.121,0.112,positive,1,Features
"I really want to like Notion, but it has some huge problems that just makes it suboptimal: 1. It's painfully slow on any platform, even on a PC with good internet, it still is slow. It usually takes between 3 and 7 seconds to open a note on mobile (after you opened them they open faster). Now I use UpNote and it's like 30fps vs 120fps. 2. It has too many features and many are just slowing down the process of actually writing or doing stuff 3. It has a beautiful UI, but the UX is just bad",3,2023-08-08 01:09:11,7,play_store,Notion,"I really want to like Notion, but it has some huge problems that just makes it suboptimal: 1. It's painfully slow on any platform, even on a PC with good internet, it still is slow. It usually takes between 3 and 7 seconds to open a note on mobile (after you opened them they open faster). Now I use UpNote and it's like 30fps vs 120fps. 2. It has too many features and many are just slowing down the process of actually writing or doing stuff 3. It has a beautiful UI, but the UX is just bad",i really want to like notion but it has some huge problems that just makes it suboptimal 1 it's painfully slow on any platform even on a pc with good internet it still is slow it usually takes between 3 and 7 seconds to open a note on mobile after you opened them they open faster now i use upnote and it's like 30fps vs 120fps 2 it has too many features and many are just slowing down the process of actually writing or doing stuff 3 it has a beautiful ui but the ux is just bad,0.5688,0.154,0.107,positive,0,Other
"I use it on a daily basis. On the PC too, its extremely handy! But it does have its problems. It doesn't let you type then save when it can, its entirely networked based. Meaning, if you type, sometimes you can look up and see it rubber band to before you typed the past few sentences, deleting it, and now you have to type it again. Or just start typing for letters to lag behind with a perfectly good internet connection. And if you ARE in an area with bad reception, the app becomes unusable.",3,2024-01-18 02:41:18,73,play_store,Notion,"I use it on a daily basis. On the PC too, its extremely handy! But it does have its problems. It doesn't let you type then save when it can, its entirely networked based. Meaning, if you type, sometimes you can look up and see it rubber band to before you typed the past few sentences, deleting it, and now you have to type it again. Or just start typing for letters to lag behind with a perfectly good internet connection. And if you ARE in an area with bad reception, the app becomes unusable.",i use it on a daily basis on the pc too its extremely handy but it does have its problems it doesn't let you type then save when it can its entirely networked based meaning if you type sometimes you can look up and see it rubber band to before you typed the past few sentences deleting it and now you have to type it again or just start typing for letters to lag behind with a perfectly good internet connection and if you are in an area with bad reception the app becomes unusable,0.5927,0.133,0.099,positive,2,UX & design
"Amazing, well designed app (not only the Android version, desktop and web app as well). Some things do need improving though- The undo button is too hidden for something used so often and needed quickly. Launch time should be WAY shorter for a notes app, which is usually needed fast and on the go. Lastly, while I don't expect Notion to be free, the 1000 block cap doesn't truly allow the user to get a real feel of how powerful Notion can be.",4,2019-02-06 10:52:43,10,play_store,Notion,"Amazing, well designed app (not only the Android version, desktop and web app as well). Some things do need improving though- The undo button is too hidden for something used so often and needed quickly. Launch time should be WAY shorter for a notes app, which is usually needed fast and on the go. Lastly, while I don't expect Notion to be free, the 1000 block cap doesn't truly allow the user to get a real feel of how powerful Notion can be.",amazing well designed app not only the android version desktop and web app as well some things do need improving though- the undo button is too hidden for something used so often and needed quickly launch time should be way shorter for a notes app which is usually needed fast and on the go lastly while i don't expect notion to be free the 1000 block cap doesn't truly allow the user to get a real feel of how powerful notion can be,0.8729,0.173,0.071,positive,1,Features
"I love Notion, when it works. But this app is still so glitchy. I type headings and text boxes, twenty seconds later they get moved to the bottom of the page and I have to manually drag them back in place. The little loading circle in the top right constantly spins, but I never feel like Notion is really Saving my work. Definitely not a good app for entering any even remotely important information. Desktop is better, but you really need both to work together if you intend to use Notion well.",3,2023-05-10 18:43:46,4,play_store,Notion,"I love Notion, when it works. But this app is still so glitchy. I type headings and text boxes, twenty seconds later they get moved to the bottom of the page and I have to manually drag them back in place. The little loading circle in the top right constantly spins, but I never feel like Notion is really Saving my work. Definitely not a good app for entering any even remotely important information. Desktop is better, but you really need both to work together if you intend to use Notion well.",i love notion when it works but this app is still so glitchy i type headings and text boxes twenty seconds later they get moved to the bottom of the page and i have to manually drag them back in place the little loading circle in the top right constantly spins but i never feel like notion is really saving my work definitely not a good app for entering any even remotely important information desktop is better but you really need both to work together if you intend to use notion well,0.8371,0.158,0.075,positive,0,Other
"I love notion. In browser it's been incredible. But the app has given me some problems. Often (like once every few minutes) things I've written disappear in the middle of writing. They sometimes load back in, but not always. Today I was using the app to write a journal entry. I wrote for about 10 minutes and lost all of it when it decided to wipe my progress. Not sure what the problem is. Fix this and it's easily a 5 star app.",3,2023-10-18 17:22:25,48,play_store,Notion,"I love notion. In browser it's been incredible. But the app has given me some problems. Often (like once every few minutes) things I've written disappear in the middle of writing. They sometimes load back in, but not always. Today I was using the app to write a journal entry. I wrote for about 10 minutes and lost all of it when it decided to wipe my progress. Not sure what the problem is. Fix this and it's easily a 5 star app.",i love notion in browser it's been incredible but the app has given me some problems often like once every few minutes things i've written disappear in the middle of writing they sometimes load back in but not always today i was using the app to write a journal entry i wrote for about 10 minutes and lost all of it when it decided to wipe my progress not sure what the problem is fix this and it's easily a 5 star app,-0.2944,0.125,0.146,negative,0,Other
"Trash. Randomly deletes words as you type. No auto-save feature, so if you've just typed a long and detailed note, then happen to be interrupted (by a phone call, or by simply switching to another app you already have open), you lose absolutely everything. I heard so many good things about Notion, but it must only work on iPhones. Rubbish Android app. Don't waste your time.",1,2023-06-16 04:10:35,46,play_store,Notion,"Trash. Randomly deletes words as you type. No auto-save feature, so if you've just typed a long and detailed note, then happen to be interrupted (by a phone call, or by simply switching to another app you already have open), you lose absolutely everything. I heard so many good things about Notion, but it must only work on iPhones. Rubbish Android app. Don't waste your time.",trash randomly deletes words as you type no auto-save feature so if you've just typed a long and detailed note then happen to be interrupted by a phone call or by simply switching to another app you already have open you lose absolutely everything i heard so many good things about notion but it must only work on iphones rubbish android app don't waste your time,0.2587,0.072,0.071,positive,4,Other
"Great app, grea features, great platform for notes, great sync with pc. But the biggest problem is currently it requires a strong, constant internet connection. If you get a bad signal even for a moment, you can expect the last letter or even multiple lines to be deleted. This app needs an offline mode, or at least temporary local storage for the time being, it would be truly great otherwise :(",2,2023-10-02 01:56:13,32,play_store,Notion,"Great app, grea features, great platform for notes, great sync with pc. But the biggest problem is currently it requires a strong, constant internet connection. If you get a bad signal even for a moment, you can expect the last letter or even multiple lines to be deleted. This app needs an offline mode, or at least temporary local storage for the time being, it would be truly great otherwise :(",great app grea features great platform for notes great sync with pc but the biggest problem is currently it requires a strong constant internet connection if you get a bad signal even for a moment you can expect the last letter or even multiple lines to be deleted this app needs an offline mode or at least temporary local storage for the time being it would be truly great otherwise,0.9109,0.233,0.108,positive,1,Features
"This is a really great service generally - but I think I found a bug. On Android 6.1 on my Samsung Galaxy Note 4, the cursor doesn't move to the end of the line as you type, instead staying at the beginning of the line (or wherever you placed it). So for example if you type the letter 'a' then the letter 'b' then 'c', you end up with 'cba' in your note, with the cursor still before the 'c'. Can this be looked at, please? If this can be sorted I'll switch from Evernote, as I love your Markdown support.",2,2019-04-03 16:35:43,1,play_store,Notion,"This is a really great service generally - but I think I found a bug. On Android 6.1 on my Samsung Galaxy Note 4, the cursor doesn't move to the end of the line as you type, instead staying at the beginning of the line (or wherever you placed it). So for example if you type the letter 'a' then the letter 'b' then 'c', you end up with 'cba' in your note, with the cursor still before the 'c'. Can this be looked at, please? If this can be sorted I'll switch from Evernote, as I love your Markdown support.",this is a really great service generally - but i think i found a bug on android 6 1 on my samsung galaxy note 4 the cursor doesn't move to the end of the line as you type instead staying at the beginning of the line or wherever you placed it so for example if you type the letter 'a' then the letter 'b' then 'c' you end up with 'cba' in your note with the cursor still before the 'c' can this be looked at please if this can be sorted i'll switch from evernote as i love your markdown support,0.9432,0.133,0.0,positive,4,Other
"I've really enjoyed learning about your app, however recently I've found myself avoiding it and it's 90% because of two things: 1. Takes forever to load and if I'm flipping between apps it'll usually need to fully reload the whole application. So it's slow at every turn. I've been on speaker phone trying to look through notes and it's taking forever to load. 2. I've never had an app I use so frequently require so many logins. It's frequent. You spread that across 4 platforms and.... it's often.",3,2019-08-17 10:13:54,21,play_store,Notion,"I've really enjoyed learning about your app, however recently I've found myself avoiding it and it's 90% because of two things: 1. Takes forever to load and if I'm flipping between apps it'll usually need to fully reload the whole application. So it's slow at every turn. I've been on speaker phone trying to look through notes and it's taking forever to load. 2. I've never had an app I use so frequently require so many logins. It's frequent. You spread that across 4 platforms and.... it's often.",i've really enjoyed learning about your app however recently i've found myself avoiding it and it's 90 because of two things 1 takes forever to load and if i'm flipping between apps it'll usually need to fully reload the whole application so it's slow at every turn i've been on speaker phone trying to look through notes and it's taking forever to load 2 i've never had an app i use so frequently require so many logins it's frequent you spread that across 4 platforms and it's often,0.2944,0.039,0.026,positive,4,Other
"Has amazing potential, but is extremely unintuitve. Your view bounces around all over the place (both vertically for writings and horizontally for editing options), there is no way to Shift+Enter on phones, and backspace does not work when you are positoned before the first character of a paragraph. On top of this, you are limited to 20 AI uses and must pay for more. It would be far better if you could watch an ad to gain a single use. Also, image downloads have no file extension.",2,2023-08-27 09:11:42,32,play_store,Notion,"Has amazing potential, but is extremely unintuitve. Your view bounces around all over the place (both vertically for writings and horizontally for editing options), there is no way to Shift+Enter on phones, and backspace does not work when you are positoned before the first character of a paragraph. On top of this, you are limited to 20 AI uses and must pay for more. It would be far better if you could watch an ad to gain a single use. Also, image downloads have no file extension.",has amazing potential but is extremely unintuitve your view bounces around all over the place both vertically for writings and horizontally for editing options there is no way to shift enter on phones and backspace does not work when you are positoned before the first character of a paragraph on top of this you are limited to 20 ai uses and must pay for more it would be far better if you could watch an ad to gain a single use also image downloads have no file extension,0.6705,0.127,0.093,positive,5,Features
